original_name,count,example_paths,canonical_name,confidence,reason,ambiguity
Y,511,"[""Blu-Ray/LG/LG_AKB73495301.ir"",""Blu-Ray/LG/LG_AKB73775801.ir"",""Blu-Ray/Sanyo/Sanyo_Bluray_NC088.ir"",""Consoles/Microsoft/XBOX360_Media.ir"",""Consoles/Microsoft/Xb1_8BitDo_Media_remote_short.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
BACK,501,"[""Audio_and_Video_Receivers/Sony/Sony_RMT-AA400U.ir"",""Audio_and_Video_Receivers/Sony/Sony_STR-DH590.ir"",""CD_Players/Sony/SONY_minidisk-deck.ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_2952_V2.ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_4302.ir""]",back,0.99,alias versionado corresponde a back,False
FFWD,501,"[""Cable_Boxes/Arcadyan/Arcadyan_HMB2260.ir"",""Streaming_Devices/Roku/Roku2.ir"",""_Converted_/CSV/C/Comcast/Cable_Box/0_-1.ir"",""_Converted_/CSV/C/Crestron/Music_Server/14_-1.ir"",""_Converted_/CSV/D/DirecTV/Receiver_SDDVR/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
MODE,480,"[""ACs/Airwell/Airwell.ir"",""ACs/Black_and_Decker/Portable.ir"",""ACs/Bonaire/Bonaire_DurangoAC.ir"",""ACs/Boulanger/Boulanger_AC.ir"",""ACs/Daikin/Daikin_FTE35KV1.ir""]",mode,0.99,alias versionado corresponde a mode,False
RED,480,"[""Blu-Ray/Marantz/Marantz_UD7007_(RC006UD).ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_2952_V2.ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_4302.ir"",""Cable_Boxes/EVO/EVO4.ir"",""Cable_Boxes/Mag/Mag_TVbox_Remote.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
GREEN,477,"[""Blu-Ray/Marantz/Marantz_UD7007_(RC006UD).ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_2952_V2.ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_4302.ir"",""Cable_Boxes/EVO/EVO4.ir"",""Cable_Boxes/Mag/Mag_TVbox_Remote.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
BLUE,473,"[""Blu-Ray/Marantz/Marantz_UD7007_(RC006UD).ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_2952_V2.ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_4302.ir"",""Cable_Boxes/EVO/EVO4.ir"",""Cable_Boxes/Mag/Mag_TVbox_Remote.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
EJECT,471,"[""CD_Players/Sony/SONY_minidisk-deck.ir"",""DVD_Players/Pioneer/PIONEER-DVD_PLAYER-VXX2702.ir"",""Laserdisc/Pioneer/Pioneer_CU-DV027.ir"",""Miscellaneous/Chunghop/RM_88E_Universal.ir"",""Speakers/Toshiba/Toshiba_RM-V329.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
UP_ARROW,467,"[""TVs/ViewSonic/VIEWSONIC_A-00010219.ir"",""_Converted_/CSV/C/Curtis_Mathes/VCR/144_1.ir"",""_Converted_/CSV/D/Denon/AV_Processor/12_-1.ir"",""_Converted_/CSV/D/Denon/DVD_Player/8_-1.ir"",""_Converted_/CSV/D/Denon/Processor/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LEFT_ARROW,463,"[""TVs/ViewSonic/VIEWSONIC_A-00010219.ir"",""_Converted_/CSV/D/Denon/AV_Processor/12_-1.ir"",""_Converted_/CSV/D/Denon/DVD_Player/8_-1.ir"",""_Converted_/CSV/D/Denon/Processor/12_-1.ir"",""_Converted_/CSV/D/DirecTV/Satellite/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
RIGHT_ARROW,460,"[""TVs/ViewSonic/VIEWSONIC_A-00010219.ir"",""_Converted_/CSV/D/Denon/AV_Processor/2_-1.ir"",""_Converted_/CSV/D/Denon/DVD_Player/8_-1.ir"",""_Converted_/CSV/D/Denon/Processor/2_-1.ir"",""_Converted_/CSV/D/DirecTV/Satellite/12_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
YELLOW,456,"[""Blu-Ray/Marantz/Marantz_UD7007_(RC006UD).ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_2952_V2.ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_4302.ir"",""Cable_Boxes/Mag/Mag_TVbox_Remote.ir"",""DVB-T/Octagon/Octagon_SF8008.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
VIDEO,453,"[""Audio_and_Video_Receivers/NAD/NAD712.ir"",""Audio_and_Video_Receivers/Sony/Sony_RM-AAU130_AV.ir"",""Cameras/Eakins/Eakins_48MP.ir"",""Car_Multimedia/DVD_Players/Toyota/TOYOTA_SIENNA-2011-2014.ir"",""Car_Multimedia/DVD_Players/Toyota/Toyota_Verso_RearEntertainmentSystem.ir""]",input,0.99,alias versionado corresponde a input,False
Back,447,"[""Audio_and_Video_Receivers/Adastra/Adastra_WA215.ir"",""Audio_and_Video_Receivers/Denon/Denon_AVR-2113CI_Main.ir"",""Audio_and_Video_Receivers/Denon/Denon_AVR-2113CI_Zone_2.ir"",""Audio_and_Video_Receivers/Denon/Denon_RC1253.ir"",""Audio_and_Video_Receivers/GPX/Gpx_hc221b.ir""]",back,0.99,alias versionado corresponde a back,False
DN_ARROW,436,"[""_Converted_/Pronto/A/ADB/ADB_DVR_Remote.ir"",""_Converted_/Pronto/A/Anthem/AVM_50V.ir"",""_Converted_/Pronto/A/AudioControl/Concert_AVR-4.ir"",""_Converted_/Pronto/A/AudioControl/Maestro_M4.ir"",""_Converted_/Pronto/B/Bose/Lifestyle_235.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FWD,427,"[""Cable_Boxes/Claro/Claro_Fujian_Newland_TV_Box.ir"",""Cable_Boxes/EVO/EVO4.ir"",""Projectors/BenQ/BenQ_TH671ST.ir"",""Toys/Thinkway_Toys/Wall-E_Robot.ir"",""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Stop,424,"[""Audio_and_Video_Receivers/Auna/Auna_AV2_CD508.ir"",""Audio_and_Video_Receivers/CambridgeAudio/CambridgeAudio_650A.ir"",""Audio_and_Video_Receivers/Denon/Denon_DRA_365R.ir"",""Audio_and_Video_Receivers/GPX/Gpx_hc221b.ir"",""Audio_and_Video_Receivers/Grundig/Grundig_CMS_5000.ir""]",stop,0.99,alias versionado corresponde a stop,False
PREVIOUS,418,"[""Cable_Boxes/Mag/Mag_TVbox_Remote.ir"",""SoundBars/Bose/Bose_Solo_5.ir"",""VCR/Panasonic/Panasonic_NV-FJ606.ir"",""_Converted_/CSV/A/ADS/TV_Instant/2_-1.ir"",""_Converted_/CSV/A/AIM/MCE_AIM-RC126/4_15.ir""]",previous,0.99,alias versionado corresponde a previous,False
Info,416,"[""Air_Purifiers/Dyson/Dyson_HotCool_HP04.ir"",""Air_Purifiers/Dyson/Dyson_PureCool_TP4A.ir"",""Air_Purifiers/Dyson/Dyson_Purifier_Cool_TP10.ir"",""Air_Purifiers/Dyson/Dyson_PurifiyHumidify_PH04.ir"",""Air_Purifiers/Shark/Shark_Air_Purifier.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Exit,410,"[""Audio_and_Video_Receivers/Panasonic/Panasonic_N2QAYB001009.ir"",""Audio_and_Video_Receivers/Philips/Bose_LifestyleV35.ir"",""Blu-Ray/LG/LG_BD690.ir"",""Blu-Ray/Marantz/Marantz_BD8002.ir"",""Blu-Ray/Panasonic/Panasonic_DMPBDT167.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
PROGRAM,403,"[""CD_Players/Sony/SONY_minidisk-deck.ir"",""DVD_Players/LG/LG_DKS-6100Q.ir"",""Toys/WowWee-RoboSapien/RoboSapienRenamed.ir"",""_Converted_/CSV/A/Adcom/CD_Player/26_-1.ir"",""_Converted_/CSV/A/Akai/CD_Player/141_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
TITLE,402,"[""DVD_Players/LG/LG_DKS-6100Q.ir"",""DVD_Players/Strato/Strato_DVD507.ir"",""_Converted_/CSV/A/ABIT/DVD_WINDVD/1_-1.ir"",""_Converted_/CSV/A/Aconatic/Unknown_AN-2121/2_-1.ir"",""_Converted_/CSV/A/Apex/Unknown_AD-600A/4_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
+10,401,"[""Blu-Ray/Marantz/Marantz_UD7007_(RC006UD).ir"",""CD_Players/Denon/Denon_RC_1199.ir"",""Car_Multimedia/DVD_Players/Aston_Martin/Left_Display.ir"",""Car_Multimedia/DVD_Players/Aston_Martin/Right_Display.ir"",""DVD_Players/Sony/Sony_J-6090-203-A.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
RECALL,401,"[""DVB-T/Tilview/TILVIEW_DVB-T_2.ir"",""_Converted_/CSV/A/Audio_Access/Zone_Controller/4_-1.ir"",""_Converted_/CSV/A/Audiola/DEC654_DVB-T/8_247.ir"",""_Converted_/CSV/B/Bell/Satellite/0_1.ir"",""_Converted_/CSV/B/Bell/Satellite/24_0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
F_SRCH,400,"[""_Converted_/Pronto/A/ADCOM/GDV-850.ir"",""_Converted_/Pronto/A/ADCOM/GTP-500II.ir"",""_Converted_/Pronto/A/Aiwa/HV-MX1.ir"",""_Converted_/Pronto/A/Akai/CD-57.ir"",""_Converted_/Pronto/A/Alpine/CRA1655RF.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
RANDOM,399,"[""CD_Players/Denon/Denon_RC_1199.ir"",""DVB-T/Storex/MediaZapperHD.ir"",""Laserdisc/Pioneer/Pioneer_CU-DV027.ir"",""_Converted_/CSV/A/Adcom/AV_Preamplifier/26_-1.ir"",""_Converted_/CSV/A/Adcom/CD_Player/26_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
R_SRCH,394,"[""_Converted_/Pronto/A/ADCOM/GDV-850.ir"",""_Converted_/Pronto/A/ADCOM/GTP-500II.ir"",""_Converted_/Pronto/A/Aiwa/HV-MX1.ir"",""_Converted_/Pronto/A/Akai/CD-57.ir"",""_Converted_/Pronto/A/Alpine/CRA1655RF.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
REC,380,"[""CD_Players/Sony/SONY_minidisk-deck.ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_4302.ir"",""Cable_Boxes/TechniSat/TechniSat_SAT1.ir"",""Cable_Boxes/TechniSat/TechniSat_TechniStar_S2.ir"",""Cable_Boxes/Thomson/Thomson_THT501.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Ok,379,"[""ACs/Ferroli/Ferroli.ir"",""Audio_and_Video_Receivers/Denon/Denon_AVR-2113CI_Main.ir"",""Audio_and_Video_Receivers/Denon/Denon_AVR-2113CI_Zone_2.ir"",""Audio_and_Video_Receivers/Fossi Audio/Fossi_Audio_ZH3.ir"",""Audio_and_Video_Receivers/Harman_Kardon/Harman Kardon_bds580.ir""]",ok,0.99,alias versionado corresponde a ok,False
CURSOR_UP,377,"[""_Converted_/CSV/A/ADB/Set_Top_Box/42_17.ir"",""_Converted_/CSV/A/Acesonic/Karaoke/5_122.ir"",""_Converted_/CSV/A/Adcom/AV_Preamplifier/26_-1.ir"",""_Converted_/CSV/A/Adcom/Pre-Amplifier/26_-1.ir"",""_Converted_/CSV/A/Adcom/Receiver/26_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
AUX,367,"[""Audio_and_Video_Receivers/Aiwa/AIWA_XR-EM300.ir"",""Audio_and_Video_Receivers/Marantz/Marantz_RC042SR.ir"",""Audio_and_Video_Receivers/NAD/NAD712.ir"",""Audio_and_Video_Receivers/Yamaha/Yamaha_AX-396.ir"",""CD_Players/Unknown/Unkown_KC-806.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Play,366,"[""Audio_and_Video_Receivers/Auna/Auna_AV2_CD508.ir"",""Audio_and_Video_Receivers/Denon/Denon_DRA_365R.ir"",""Audio_and_Video_Receivers/Douk_Audio/Douk_ST-01_Pro.ir"",""Audio_and_Video_Receivers/GPX/Gpx_hc221b.ir"",""Audio_and_Video_Receivers/Harman_Kardon/Harman Kardon_bds580.ir""]",play,0.99,alias versionado corresponde a play,False
DVD,365,"[""Audio_and_Video_Receivers/CambridgeAudio/CambridgeAudio_650A.ir"",""Audio_and_Video_Receivers/Integra/DTR-7.ir"",""Audio_and_Video_Receivers/Marantz/Marantz_RC042SR.ir"",""Audio_and_Video_Receivers/Marantz/Marantz_SR_7009_(RC026SR).ir"",""Audio_and_Video_Receivers/Pioneer/Pioneer_AXD7741.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
AGAIN,363,"[""_Converted_/CSV/A/ABS/SAT_8776/8_0.ir"",""_Converted_/CSV/A/Acer/Unknown_AT3201W/97_99.ir"",""_Converted_/CSV/A/Aconatic/Unknown_AN-2121/2_-1.ir"",""_Converted_/CSV/A/Aiwa/Unknown_AIWA-RC-5VP05/127_0.ir"",""_Converted_/CSV/A/Aiwa/Unknown_AIWA/118_0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CANCEL,363,"[""_Converted_/CSV/A/Aiwa/Unknown/127_0.ir"",""_Converted_/CSV/A/Aiwa/Unknown_AIWA/127_0.ir"",""_Converted_/CSV/A/Aiwa/Unknown_AWIA-RC-ZVR04/128_123.ir"",""_Converted_/CSV/A/Aiwa/Unknown_RC-L01/112_0.ir"",""_Converted_/CSV/A/Aiwa/Unknown_hu/112_0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CURSOR_DOWN,363,"[""_Converted_/CSV/A/ADB/Set_Top_Box/42_17.ir"",""_Converted_/CSV/A/Acesonic/Karaoke/5_122.ir"",""_Converted_/CSV/A/Adcom/AV_Preamplifier/26_-1.ir"",""_Converted_/CSV/A/Adcom/Pre-Amplifier/26_-1.ir"",""_Converted_/CSV/A/Adcom/Receiver/26_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FORWARD,357,"[""CD_Players/Denon/Denon_RC_1199.ir"",""CD_Players/Sony/Sony_CFD-S35CP.ir"",""Car_Multimedia/DVD_Players/Toyota/TOYOTA_SIENNA-2011-2014.ir"",""DVB-T/Tilview/TILVIEW_DVB-T_2.ir"",""DVD_Players/LG/LG_DKS-6100Q.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
CURSOR_RIGHT,353,"[""_Converted_/CSV/A/ADB/Set_Top_Box/42_17.ir"",""_Converted_/CSV/A/Acesonic/Karaoke/5_122.ir"",""_Converted_/CSV/A/Adcom/AV_Preamplifier/26_-1.ir"",""_Converted_/CSV/A/Adcom/Pre-Amplifier/26_-1.ir"",""_Converted_/CSV/A/Adcom/Receiver/26_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Pause,351,"[""Audio_and_Video_Receivers/Adastra/Adastra_WA215.ir"",""Audio_and_Video_Receivers/CambridgeAudio/CambridgeAudio_650A.ir"",""Audio_and_Video_Receivers/Denon/Denon_DRA_365R.ir"",""Audio_and_Video_Receivers/Harman_Kardon/Harman Kardon_bds580.ir"",""Audio_and_Video_Receivers/NAD/NAD_Amp_1.ir""]",pause,0.99,alias versionado corresponde a pause,False
CURSOR_LEFT,350,"[""_Converted_/CSV/A/ADB/Set_Top_Box/42_17.ir"",""_Converted_/CSV/A/Acesonic/Karaoke/5_122.ir"",""_Converted_/CSV/A/Adcom/AV_Preamplifier/26_-1.ir"",""_Converted_/CSV/A/Adcom/Pre-Amplifier/26_-1.ir"",""_Converted_/CSV/A/Adcom/Receiver/26_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
PREV,336,"[""Audio_and_Video_Receivers/Pyle/Pyle_P2203ABTU.ir"",""CD_Players/Denon/Denon_RC_1199.ir"",""CD_Players/Unknown/Unkown_KC-806.ir"",""DVD_Players/LG/LG_DKS-6100Q.ir"",""Projectors/BenQ/BenQ_TH671ST.ir""]",previous,0.99,alias versionado corresponde a previous,False
TIME,334,"[""DVD_Players/Strato/Strato_DVD507.ir"",""_Converted_/CSV/A/Adcom/CD_Player/26_-1.ir"",""_Converted_/CSV/A/Aiwa/Unknown_AIWA/127_0.ir"",""_Converted_/CSV/A/Aiwa/Unknown_RC-7AS06/110_0.ir"",""_Converted_/CSV/A/Aiwa/Unknown_RC-8AS04/110_0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FASTFORWARD,328,"[""Audio_and_Video_Receivers/Sony/Sony_STR-DH590.ir"",""_Converted_/CSV/A/ADS/AUDIO_Tech/0_-1.ir"",""_Converted_/CSV/A/ADS/TV_Instant/2_-1.ir"",""_Converted_/CSV/A/Acer/Unknown_Aspire/4_15.ir"",""_Converted_/CSV/A/Acer/Unknown_RC-802/16_37.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
SLOW,328,"[""DVD_Players/Strato/Strato_DVD507.ir"",""LED_Lighting/Unknown/LED_44Key.ir"",""SoundBars/Vizio/Vizio_Soundbar.ir"",""_Converted_/CSV/A/Aconatic/Unknown_AN-2121/2_-1.ir"",""_Converted_/CSV/A/Aiwa/Unknown_AIWA-RC-5VP05/127_0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
SEARCH,325,"[""CD_Players/Denon/Denon_RC_1199.ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_4302.ir"",""_Converted_/CSV/0-9/2wire/Unknown_2wire/32_159.ir"",""_Converted_/CSV/A/ADS/TV_Instant/2_-1.ir"",""_Converted_/CSV/A/Arcam/DVD_Player/25_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
PHONO,322,"[""Audio_and_Video_Receivers/Adcom/Adcom_GTP500II.ir"",""Audio_and_Video_Receivers/Integra/DTR-7.ir"",""Audio_and_Video_Receivers/Sony/Sony_RMT-AA400U.ir"",""Audio_and_Video_Receivers/Yamaha/Yamaha_AX-396.ir"",""Speakers/Klipsch/Klipsch_r41pm.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Display,320,"[""ACs/Emerson/Emerson_EARC8RE1_ac.ir"",""ACs/TCL/Tcl.ir"",""Audio_and_Video_Receivers/Harman_Kardon/Harman Kardon_AVI200.ir"",""Audio_and_Video_Receivers/Harman_Kardon/Harman Kardon_bds580.ir"",""Audio_and_Video_Receivers/Onkyo/Onkyo_RC627S.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FREEZE,320,"[""Cameras/Eakins/Eakins_48MP.ir"",""Projectors/Epson/Epson_EB-695Wi.ir"",""Projectors/Epson/Epson_EB-725Wi.ir"",""Projectors/Hitachi/Hitachi_CP-X2011_Projector.ir"",""Projectors/Optoma/Optoma_DH1011.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Ch_next,318,"[""Audio_and_Video_Receivers/Denon/Denon_AVR-2113CI_Main.ir"",""Audio_and_Video_Receivers/Denon/Denon_AVR-2113CI_Zone_2.ir"",""Audio_and_Video_Receivers/Marantz/Marantz_RC042SR.ir"",""Audio_and_Video_Receivers/Panasonic/Panasonic_N2QAYB001009.ir"",""Audio_and_Video_Receivers/Pioneer/Pioneer_RC-974R.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Ch_prev,315,"[""Audio_and_Video_Receivers/Denon/Denon_AVR-2113CI_Main.ir"",""Audio_and_Video_Receivers/Denon/Denon_AVR-2113CI_Zone_2.ir"",""Audio_and_Video_Receivers/Marantz/Marantz_RC042SR.ir"",""Audio_and_Video_Receivers/Panasonic/Panasonic_N2QAYB001009.ir"",""Audio_and_Video_Receivers/Pioneer/Pioneer_RC-974R.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
TEXT,309,"[""Cable_Boxes/ARRIS/ARRIS_VIP_2952_V2.ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_4302.ir"",""Cable_Boxes/Lenson/Lenson_LD2500.ir"",""TV_Tuner/Hauppauge/Hauppauge_R-005.ir"",""_Converted_/CSV/A/ABS/SAT_8776/8_0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
PIP,298,"[""Blu-Ray/Toshiba/Toshiba_SE-R0398.ir"",""Cable_Boxes/Bell/Bell_Sat_CAN.ir"",""Cable_Boxes/TechniSat/TechniSat_SAT1.ir"",""Cable_Boxes/TechniSat/TechniSat_TechniStar_S2.ir"",""Miscellaneous/Brand_Unknown/YN-01_hdmi.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
OFF,293,"[""ACs/Daikin/Daikin_ARC480A41.ir"",""ACs/Subtropic/Subtropic_in-07HN1.ir"",""Air_Purifiers/Dyson/Dyson_HotCool_HP07.ir"",""Air_Purifiers/WEN/WEN_3417.ir"",""Audio_and_Video_Receivers/Pyle/Pyle_P2203ABTU.ir""]",power_off,0.99,alias versionado corresponde a power_off,False
TAPE,284,"[""Audio_and_Video_Receivers/Integra/DTR-7.ir"",""Audio_and_Video_Receivers/Yamaha/Yamaha_AX-396.ir"",""_Converted_/CSV/A/Adcom/AV_Preamplifier/26_-1.ir"",""_Converted_/CSV/A/Adcom/Pre-Amplifier/26_-1.ir"",""_Converted_/CSV/A/Adcom/Receiver/26_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
LAST,273,"[""_Converted_/CSV/A/Acer/Unknown_RC-802/16_37.ir"",""_Converted_/CSV/A/Adelphia/Cable_Box/0_-1.ir"",""_Converted_/CSV/A/Adelphia/Cable_Box/27_-1.ir"",""_Converted_/CSV/B/Bush/Unknown_4400/0_-1.ir"",""_Converted_/CSV/C/Cisco/DVR/35_64.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
EPG,270,"[""Cable_Boxes/ARRIS/ARRIS_VIP_4302.ir"",""Cable_Boxes/EVO/EVO4.ir"",""Cable_Boxes/Lenson/Lenson_LD2500.ir"",""Cable_Boxes/Quasar/Quasar_41101445.ir"",""Cable_Boxes/Starcom/Starcom_9947_HD.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
TIMER,270,"[""ACs/DeLonghi/Pinguino_PAC_EL275HGRKC.ir"",""ACs/DeLonghi/Pinguino_PAC_EL92_SILENT.ir"",""ACs/Eberg/Eberg_RIO_R29E1.ir"",""ACs/Haier/Haier_AC_HWE08XCR-L.ir"",""ACs/Honeywell/Honeywell_MN10CESS.ir""]",timer,0.99,alias versionado corresponde a timer,False
MEMORY,269,"[""Audio_and_Video_Receivers/Pyle/Pyle_P2203ABTU.ir"",""Audio_and_Video_Receivers/Sony/Sony_RM-AAU130_AV.ir"",""Projectors/Sony/Sony_RM_PJ1000.ir"",""Speakers/Toshiba/Toshiba_RM-V329.ir"",""_Converted_/CSV/A/Acesonic/Karaoke/77_-1.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
FM,268,"[""Audio_and_Video_Receivers/Adastra/Adastra_WA215.ir"",""Audio_and_Video_Receivers/NAD/NAD712.ir"",""Audio_and_Video_Receivers/Nakamichi/NAKAMICHI_RM_4TA.ir"",""Audio_and_Video_Receivers/Pioneer/Pioneer_XXD3089.ir"",""Audio_and_Video_Receivers/Pioneer/Pioneer_XXD3105.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Audio,265,"[""Blu-Ray/JVC/JVC_XVBP1.ir"",""Blu-Ray/LG/LG_AKB73495301.ir"",""Blu-Ray/LG/LG_BH9520TW.ir"",""Blu-Ray/LG/LG_LHB655.ir"",""Blu-Ray/Marantz/Marantz_BD8002.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Home,263,"[""Audio_and_Video_Receivers/Fossi Audio/Fossi_Audio_ZH3.ir"",""Audio_and_Video_Receivers/Harman_Kardon/Harman Kardon_bds580.ir"",""Audio_and_Video_Receivers/Panasonic/Panasonic_N2QAYB001009.ir"",""Audio_and_Video_Receivers/Philips/Philips_BTD2180.ir"",""Audio_and_Video_Receivers/Pioneer/Pioneer_RC-974R.ir""]",home,0.99,alias versionado corresponde a home,False
FAV,262,"[""Cable_Boxes/Atlas/Atlas_URC1056.ir"",""DVB-T/Octagon/Octagon_SF8008.ir"",""DVB-T/Storex/MediaZapperHD.ir"",""DVB-T/Tilview/TILVIEW_DVB-T_2.ir"",""TV_Tuner/elWron/elWron.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
A,254,"[""Blu-Ray/Samsung/Samsung_B59-01301A.ir"",""CCTV/Hikvision/HIKVISION_OEM.ir"",""CCTV/Hikvision/Hikvision.ir"",""Cable_Boxes/ARRIS/Arris.ir"",""Cable_Boxes/Atlas/Atlas_URC1056.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Timer,252,"[""ACs/Admiral/Admiral_AC.ir"",""ACs/Aldi/Easy_Home_Portable_Air_Cooler.ir"",""ACs/Amcor/Amcor_AC.ir"",""ACs/Arctic_King/Arctic_King_RG15B1.ir"",""ACs/Argo/Argo_zelos.ir""]",timer,0.99,alias versionado corresponde a timer,False
C,251,"[""Blu-Ray/Samsung/Samsung_B59-01301A.ir"",""Cable_Boxes/ARRIS/Arris.ir"",""Cable_Boxes/Atlas/Atlas_URC1056.ir"",""Cable_Boxes/Claro/Claro_Fujian_Newland_TV_Box.ir"",""Cable_Boxes/Xfinity/Xfinity_XR11.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
TV/VCR,251,"[""_Converted_/CSV/A/Aiwa/Unknown/127_0.ir"",""_Converted_/CSV/A/Aiwa/Unknown_RC-ZVR02/127_0.ir"",""_Converted_/CSV/A/Aiwa/VCR/127_0.ir"",""_Converted_/CSV/A/Audio_Access/Pre-Amplifier/133_83.ir"",""_Converted_/CSV/A/Audio_Access/Zone_Controller/133_83.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Guide,248,"[""Audio_and_Video_Receivers/Panasonic/Panasonic_N2QAYB001009.ir"",""Blu-Ray/Samsung/Samsung_B59-01301A.ir"",""Cable_Boxes/ARRIS/Arris.ir"",""Cable_Boxes/Amino/Amino_Amigo.ir"",""Cable_Boxes/Arcadyan/Arcadyan_HMB2260.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
HOME,242,"[""Audio_and_Video_Receivers/Sony/Sony_STR-DH590.ir"",""Cable_Boxes/ARRIS/ARRIS_VIP_4302.ir"",""Cable_Boxes/Mag/Mag_TVbox_Remote.ir"",""Miscellaneous/Domoova/Domoova_DRV70.ir"",""Projectors/Epson/Epson_EB-695Wi.ir""]",home,0.99,alias versionado corresponde a home,False
RESET,242,"[""Projectors/Sony/Sony_RM_PJ1000.ir"",""Speakers/Microlab/Microlab_RC071.ir"",""_Converted_/CSV/A/Adcom/Pre-Amplifier/26_232.ir"",""_Converted_/CSV/A/Aiwa/Unknown_AIWA/127_0.ir"",""_Converted_/CSV/A/Aiwa/VCR/127_0.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
Enter,241,"[""Audio_and_Video_Receivers/Aiwa/AIWA_XR-EM300.ir"",""Audio_and_Video_Receivers/Denon/Denon_RC1253.ir"",""Audio_and_Video_Receivers/Marantz/Marantz_RC042SR.ir"",""Audio_and_Video_Receivers/Onkyo/Onkyo.ir"",""Audio_and_Video_Receivers/Onkyo/Onkyo_RC627S.ir""]",ok,0.99,alias versionado corresponde a ok,False
AM,240,"[""Audio_and_Video_Receivers/NAD/NAD712.ir"",""Audio_and_Video_Receivers/Nakamichi/NAKAMICHI_RM_4TA.ir"",""Audio_and_Video_Receivers/Pioneer/Pioneer_XXD3089.ir"",""Audio_and_Video_Receivers/Pioneer/Pioneer_XXD3105.ir"",""Audio_and_Video_Receivers/Pyle/Pyle_P2203ABTU.ir""]",,0.0,nenhum alias seguro corresponde ao nome,False
